edge_id,from_node,to_node,edge_type,layer,source,confidence,quantity,value,notes,metadata
43,tech:1111,tech:1112,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
44,item:6002,tech:1112,research_input,formal_game_data,runtime:LDB.techs,exact,,20,TechProto.Items paired with ItemPoints.,{}
45,tech:1112,recipe:19,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
46,tech:1112,tech:1113,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
47,item:6002,tech:1113,research_input,formal_game_data,runtime:LDB.techs,exact,,20,TechProto.Items paired with ItemPoints.,{}
48,tech:1113,recipe:20,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
49,tech:1113,tech:1114,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
50,item:6002,tech:1114,research_input,formal_game_data,runtime:LDB.techs,exact,,20,TechProto.Items paired with ItemPoints.,{}
51,tech:1114,recipe:21,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
52,tech:1001,tech:1120,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
53,item:6001,tech:1120,research_input,formal_game_data,runtime:LDB.techs,exact,,20,TechProto.Items paired with ItemPoints.,{}
54,tech:1120,recipe:114,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
55,tech:1120,recipe:49,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
56,tech:1120,item:2106,grants_item,formal_game_data,runtime:LDB.techs,exact,1,,,{}
57,tech:1120,tech:1121,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
58,tech:1102,tech:1121,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
59,item:6001,tech:1121,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
60,tech:1121,recipe:22,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
61,tech:1121,recipe:23,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
62,tech:1121,recipe:24,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
63,tech:1121,tech:1122,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
64,item:6001,tech:1122,research_input,formal_game_data,runtime:LDB.techs,exact,,20,TechProto.Items paired with ItemPoints.,{}
65,item:6002,tech:1122,research_input,formal_game_data,runtime:LDB.techs,exact,,20,TechProto.Items paired with ItemPoints.,{}
66,tech:1122,recipe:25,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
67,tech:1122,recipe:54,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
68,tech:1122,tech:1123,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
69,item:6001,tech:1123,research_input,formal_game_data,runtime:LDB.techs,exact,,20,TechProto.Items paired with ItemPoints.,{}
70,item:6002,tech:1123,research_input,formal_game_data,runtime:LDB.techs,exact,,20,TechProto.Items paired with ItemPoints.,{}
71,tech:1123,recipe:26,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
72,tech:1123,tech:1124,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
73,item:6001,tech:1124,research_input,formal_game_data,runtime:LDB.techs,exact,,12,TechProto.Items paired with ItemPoints.,{}
74,item:6002,tech:1124,research_input,formal_game_data,runtime:LDB.techs,exact,,12,TechProto.Items paired with ItemPoints.,{}
75,tech:1124,recipe:27,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
76,tech:1124,tech:1125,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
77,item:6001,tech:1125,research_input,formal_game_data,runtime:LDB.techs,exact,,12,TechProto.Items paired with ItemPoints.,{}
78,item:6002,tech:1125,research_input,formal_game_data,runtime:LDB.techs,exact,,12,TechProto.Items paired with ItemPoints.,{}
79,item:6003,tech:1125,research_input,formal_game_data,runtime:LDB.techs,exact,,12,TechProto.Items paired with ItemPoints.,{}
80,tech:1125,recipe:28,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
81,tech:1125,recipe:29,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
82,tech:1132,tech:1126,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
83,item:6002,tech:1126,research_input,formal_game_data,runtime:LDB.techs,exact,,12,TechProto.Items paired with ItemPoints.,{}
84,item:6003,tech:1126,research_input,formal_game_data,runtime:LDB.techs,exact,,6,TechProto.Items paired with ItemPoints.,{}
85,tech:1126,recipe:30,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
86,tech:1121,tech:1131,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
87,item:6001,tech:1131,research_input,formal_game_data,runtime:LDB.techs,exact,,20,TechProto.Items paired with ItemPoints.,{}
88,tech:1131,recipe:31,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
89,tech:1131,recipe:32,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
90,tech:1131,tech:1132,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
91,item:6002,tech:1132,research_input,formal_game_data,runtime:LDB.techs,exact,,16,TechProto.Items paired with ItemPoints.,{}
92,item:6003,tech:1132,research_input,formal_game_data,runtime:LDB.techs,exact,,4,TechProto.Items paired with ItemPoints.,{}
93,tech:1132,recipe:33,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
94,tech:1132,recipe:35,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
95,tech:1132,tech:1133,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
96,item:6001,tech:1133,research_input,formal_game_data,runtime:LDB.techs,exact,,16,TechProto.Items paired with ItemPoints.,{}
97,item:6002,tech:1133,research_input,formal_game_data,runtime:LDB.techs,exact,,16,TechProto.Items paired with ItemPoints.,{}
98,item:6003,tech:1133,research_input,formal_game_data,runtime:LDB.techs,exact,,4,TechProto.Items paired with ItemPoints.,{}
99,tech:1133,recipe:36,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
100,tech:1133,recipe:62,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
101,tech:1412,tech:1134,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
102,tech:1102,tech:1134,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
103,item:6001,tech:1134,research_input,formal_game_data,runtime:LDB.techs,exact,,20,TechProto.Items paired with ItemPoints.,{}
104,item:6002,tech:1134,research_input,formal_game_data,runtime:LDB.techs,exact,,30,TechProto.Items paired with ItemPoints.,{}
105,tech:1134,recipe:110,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
106,tech:1134,recipe:115,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
107,tech:1126,tech:1141,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
108,tech:1125,tech:1141,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
109,item:6001,tech:1141,research_input,formal_game_data,runtime:LDB.techs,exact,,12,TechProto.Items paired with ItemPoints.,{}
110,item:6002,tech:1141,research_input,formal_game_data,runtime:LDB.techs,exact,,12,TechProto.Items paired with ItemPoints.,{}
111,item:6004,tech:1141,research_input,formal_game_data,runtime:LDB.techs,exact,,2,TechProto.Items paired with ItemPoints.,{}
112,tech:1141,recipe:38,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
113,tech:1124,tech:1142,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
114,item:6001,tech:1142,research_input,formal_game_data,runtime:LDB.techs,exact,,12,TechProto.Items paired with ItemPoints.,{}
115,item:6002,tech:1142,research_input,formal_game_data,runtime:LDB.techs,exact,,12,TechProto.Items paired with ItemPoints.,{}
116,item:6003,tech:1142,research_input,formal_game_data,runtime:LDB.techs,exact,,12,TechProto.Items paired with ItemPoints.,{}
117,tech:1142,recipe:39,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
118,tech:1142,recipe:40,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
119,tech:1142,tech:1143,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
120,item:6001,tech:1143,research_input,formal_game_data,runtime:LDB.techs,exact,,12,TechProto.Items paired with ItemPoints.,{}
121,item:6002,tech:1143,research_input,formal_game_data,runtime:LDB.techs,exact,,12,TechProto.Items paired with ItemPoints.,{}
122,item:6003,tech:1143,research_input,formal_game_data,runtime:LDB.techs,exact,,12,TechProto.Items paired with ItemPoints.,{}
123,tech:1143,recipe:104,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
124,tech:1145,tech:1144,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
125,item:6001,tech:1144,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
126,item:6002,tech:1144,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
127,item:6003,tech:1144,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
128,item:6004,tech:1144,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
129,item:6005,tech:1144,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
130,tech:1144,recipe:43,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
131,tech:1506,tech:1145,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
132,item:6002,tech:1145,research_input,formal_game_data,runtime:LDB.techs,exact,,24,TechProto.Items paired with ItemPoints.,{}
133,item:6005,tech:1145,research_input,formal_game_data,runtime:LDB.techs,exact,,12,TechProto.Items paired with ItemPoints.,{}
134,tech:1145,recipe:42,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
135,tech:1145,recipe:44,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
136,tech:1311,tech:1151,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
137,tech:1101,tech:1151,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
138,item:6001,tech:1151,research_input,formal_game_data,runtime:LDB.techs,exact,,20,TechProto.Items paired with ItemPoints.,{}
139,tech:1151,recipe:106,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
140,tech:1151,recipe:109,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
141,tech:1302,tech:1152,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
142,tech:1151,tech:1152,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
143,item:6001,tech:1152,research_input,formal_game_data,runtime:LDB.techs,exact,,16,TechProto.Items paired with ItemPoints.,{}
144,item:6002,tech:1152,research_input,formal_game_data,runtime:LDB.techs,exact,,12,TechProto.Items paired with ItemPoints.,{}
145,tech:1152,recipe:107,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
146,tech:1152,tech:1153,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
147,tech:1132,tech:1153,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
148,item:6001,tech:1153,research_input,formal_game_data,runtime:LDB.techs,exact,,8,TechProto.Items paired with ItemPoints.,{}
149,item:6002,tech:1153,research_input,formal_game_data,runtime:LDB.techs,exact,,6,TechProto.Items paired with ItemPoints.,{}
150,item:6003,tech:1153,research_input,formal_game_data,runtime:LDB.techs,exact,,4,TechProto.Items paired with ItemPoints.,{}
151,tech:1153,recipe:108,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
152,tech:1001,tech:1201,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
153,item:1301,tech:1201,research_input,formal_game_data,runtime:LDB.techs,exact,,20,TechProto.Items paired with ItemPoints.,{}
154,item:1201,tech:1201,research_input,formal_game_data,runtime:LDB.techs,exact,,20,TechProto.Items paired with ItemPoints.,{}
155,tech:1201,recipe:45,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
156,tech:1201,item:2303,grants_item,formal_game_data,runtime:LDB.techs,exact,1,,,{}
157,tech:1201,tech:1202,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
158,tech:1302,tech:1202,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
159,item:6001,tech:1202,research_input,formal_game_data,runtime:LDB.techs,exact,,20,TechProto.Items paired with ItemPoints.,{}
160,item:6002,tech:1202,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
161,tech:1202,recipe:46,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
162,tech:1202,function:7,unlocks_function,formal_game_data,runtime:LDB.techs,exact,,0.5,Function semantics remain an interpretation layer; ID/value are exact runtime data.,{}
163,tech:1202,tech:1203,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
164,tech:1303,tech:1203,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
165,item:6001,tech:1203,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
166,item:6002,tech:1203,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
167,item:6003,tech:1203,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
168,item:6004,tech:1203,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
169,tech:1203,recipe:47,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
170,tech:1203,function:7,unlocks_function,formal_game_data,runtime:LDB.techs,exact,,0.5,Function semantics remain an interpretation layer; ID/value are exact runtime data.,{}
171,tech:1311,tech:1302,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
172,item:6001,tech:1302,research_input,formal_game_data,runtime:LDB.techs,exact,,20,TechProto.Items paired with ItemPoints.,{}
173,tech:1302,recipe:51,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
174,tech:1312,tech:1303,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
175,tech:1141,tech:1303,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
176,item:6001,tech:1303,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
177,item:6002,tech:1303,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
178,item:6004,tech:1303,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
179,tech:1303,recipe:52,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
180,tech:1303,tech:1304,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
181,item:6001,tech:1304,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
182,item:6002,tech:1304,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
183,item:6003,tech:1304,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
184,item:6004,tech:1304,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
185,item:6005,tech:1304,research_input,formal_game_data,runtime:LDB.techs,exact,,6,TechProto.Items paired with ItemPoints.,{}
186,tech:1304,recipe:119,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
187,tech:1303,tech:1305,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
188,tech:1143,tech:1305,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
189,item:6001,tech:1305,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
190,item:6002,tech:1305,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
191,item:6003,tech:1305,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
192,item:6004,tech:1305,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
193,tech:1305,recipe:124,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
194,tech:1201,tech:1311,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
195,item:6001,tech:1311,research_input,formal_game_data,runtime:LDB.techs,exact,,40,TechProto.Items paired with ItemPoints.,{}
196,tech:1311,recipe:53,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
197,tech:1302,tech:1312,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
198,tech:1133,tech:1312,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
199,item:6001,tech:1312,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
200,item:6002,tech:1312,research_input,formal_game_data,runtime:LDB.techs,exact,,10,TechProto.Items paired with ItemPoints.,{}
201,tech:1312,recipe:55,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
202,tech:1001,tech:1401,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
203,item:1202,tech:1401,research_input,formal_game_data,runtime:LDB.techs,exact,,20,TechProto.Items paired with ItemPoints.,{}
204,item:1301,tech:1401,research_input,formal_game_data,runtime:LDB.techs,exact,,20,TechProto.Items paired with ItemPoints.,{}
205,tech:1401,recipe:56,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
206,tech:1401,recipe:57,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
207,tech:1401,item:2302,grants_item,formal_game_data,runtime:LDB.techs,exact,3,,,{}
208,tech:1401,tech:1402,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
209,item:6001,tech:1402,research_input,formal_game_data,runtime:LDB.techs,exact,,20,TechProto.Items paired with ItemPoints.,{}
210,tech:1402,recipe:34,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
211,tech:1402,recipe:17,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
212,tech:1402,recipe:59,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
213,tech:1402,tech:1403,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
214,item:6001,tech:1403,research_input,formal_game_data,runtime:LDB.techs,exact,,20,TechProto.Items paired with ItemPoints.,{}
215,item:6002,tech:1403,research_input,formal_game_data,runtime:LDB.techs,exact,,20,TechProto.Items paired with ItemPoints.,{}
216,tech:1403,recipe:60,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
217,tech:1403,recipe:61,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
218,tech:1403,recipe:37,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
219,tech:1401,tech:1411,pretech_explicit,formal_game_data,runtime:LDB.techs,exact,,,Direct TechProto.PreTechs prerequisite.,"{""target_pretechs_max"":false}"
220,item:6001,tech:1411,research_input,formal_game_data,runtime:LDB.techs,exact,,20,TechProto.Items paired with ItemPoints.,{}
221,tech:1411,recipe:63,unlocks_recipe,formal_game_data,runtime:LDB.techs,exact,,,,{}
