profile,component_id,cyclic,component_member_count,topological_rank,node_id,node_type,game_id,display_name
all_exact_formal_game_data,scc:0033,false,1,437,function:32,unlock_function,32,UnlockFunction 32
all_exact_formal_game_data,scc:0034,false,1,434,function:33,unlock_function,33,UnlockFunction 33
all_exact_formal_game_data,scc:0035,false,1,556,function:34,unlock_function,34,UnlockFunction 34
all_exact_formal_game_data,scc:0036,false,1,564,function:35,unlock_function,35,UnlockFunction 35
all_exact_formal_game_data,scc:0037,false,1,593,function:36,unlock_function,36,UnlockFunction 36
all_exact_formal_game_data,scc:0038,false,1,96,function:37,unlock_function,37,UnlockFunction 37
all_exact_formal_game_data,scc:0039,false,1,438,function:38,unlock_function,38,UnlockFunction 38
all_exact_formal_game_data,scc:0040,false,1,518,function:39,unlock_function,39,UnlockFunction 39
all_exact_formal_game_data,scc:0041,false,1,479,function:4,unlock_function,4,UnlockFunction 4
all_exact_formal_game_data,scc:0042,false,1,520,function:40,unlock_function,40,UnlockFunction 40
all_exact_formal_game_data,scc:0043,false,1,516,function:41,unlock_function,41,UnlockFunction 41
all_exact_formal_game_data,scc:0044,false,1,219,function:42,unlock_function,42,UnlockFunction 42
all_exact_formal_game_data,scc:0045,false,1,603,function:43,unlock_function,43,UnlockFunction 43
all_exact_formal_game_data,scc:0046,false,1,465,function:44,unlock_function,44,UnlockFunction 44
all_exact_formal_game_data,scc:0047,false,1,435,function:5,unlock_function,5,UnlockFunction 5
all_exact_formal_game_data,scc:0048,false,1,418,function:6,unlock_function,6,UnlockFunction 6
all_exact_formal_game_data,scc:0049,false,1,609,function:61,unlock_function,61,UnlockFunction 61
all_exact_formal_game_data,scc:0050,false,1,615,function:62,unlock_function,62,UnlockFunction 62
all_exact_formal_game_data,scc:0051,false,1,621,function:63,unlock_function,63,UnlockFunction 63
all_exact_formal_game_data,scc:0052,false,1,679,function:64,unlock_function,64,UnlockFunction 64
all_exact_formal_game_data,scc:0053,false,1,472,function:65,unlock_function,65,UnlockFunction 65
all_exact_formal_game_data,scc:0054,false,1,474,function:66,unlock_function,66,UnlockFunction 66
all_exact_formal_game_data,scc:0055,false,1,627,function:67,unlock_function,67,UnlockFunction 67
all_exact_formal_game_data,scc:0056,false,1,634,function:68,unlock_function,68,UnlockFunction 68
all_exact_formal_game_data,scc:0057,false,1,641,function:69,unlock_function,69,UnlockFunction 69
all_exact_formal_game_data,scc:0058,false,1,259,function:7,unlock_function,7,UnlockFunction 7
all_exact_formal_game_data,scc:0059,false,1,628,function:71,unlock_function,71,UnlockFunction 71
all_exact_formal_game_data,scc:0060,false,1,635,function:72,unlock_function,72,UnlockFunction 72
all_exact_formal_game_data,scc:0061,false,1,642,function:73,unlock_function,73,UnlockFunction 73
all_exact_formal_game_data,scc:0062,false,1,648,function:74,unlock_function,74,UnlockFunction 74
all_exact_formal_game_data,scc:0063,false,1,137,function:75,unlock_function,75,UnlockFunction 75
all_exact_formal_game_data,scc:0064,false,1,488,function:76,unlock_function,76,UnlockFunction 76
all_exact_formal_game_data,scc:0065,false,1,657,function:77,unlock_function,77,UnlockFunction 77
all_exact_formal_game_data,scc:0066,false,1,653,function:78,unlock_function,78,UnlockFunction 78
all_exact_formal_game_data,scc:0067,false,1,666,function:79,unlock_function,79,UnlockFunction 79
all_exact_formal_game_data,scc:0068,false,1,220,function:8,unlock_function,8,UnlockFunction 8
all_exact_formal_game_data,scc:0069,false,1,660,function:80,unlock_function,80,UnlockFunction 80
all_exact_formal_game_data,scc:0070,false,1,419,function:81,unlock_function,81,UnlockFunction 81
all_exact_formal_game_data,scc:0071,false,1,416,function:82,unlock_function,82,UnlockFunction 82
all_exact_formal_game_data,scc:0072,false,1,420,function:83,unlock_function,83,UnlockFunction 83
all_exact_formal_game_data,scc:0073,false,1,672,function:84,unlock_function,84,UnlockFunction 84
all_exact_formal_game_data,scc:0074,false,1,529,function:85,unlock_function,85,UnlockFunction 85
all_exact_formal_game_data,scc:0075,false,1,468,function:86,unlock_function,86,UnlockFunction 86
all_exact_formal_game_data,scc:0076,false,1,444,function:9,unlock_function,9,UnlockFunction 9
all_exact_formal_game_data,scc:0077,false,1,283,function:99,unlock_function,99,UnlockFunction 99
all_exact_formal_game_data,scc:0078,false,1,43,item:1000,item_proto,1000,水
all_exact_formal_game_data,scc:0079,false,1,46,item:1001,item_proto,1001,铁矿
all_exact_formal_game_data,scc:0080,false,1,63,item:1002,item_proto,1002,铜矿
all_exact_formal_game_data,scc:0081,false,1,151,item:1003,item_proto,1003,Silicon Ore
all_exact_formal_game_data,scc:0082,false,1,147,item:1004,item_proto,1004,Titanium Ore
all_exact_formal_game_data,scc:0083,false,1,149,item:1005,item_proto,1005,Stone
all_exact_formal_game_data,scc:0084,false,1,201,item:1006,item_proto,1006,煤矿
all_exact_formal_game_data,scc:0085,false,1,211,item:1007,item_proto,1007,原油
all_exact_formal_game_data,scc:0086,false,1,214,item:1011,item_proto,1011,可燃冰
all_exact_formal_game_data,scc:0087,false,1,217,item:1012,item_proto,1012,金伯利矿石
all_exact_formal_game_data,scc:0088,false,1,54,item:1013,item_proto,1013,分形硅石
all_exact_formal_game_data,scc:0089,false,1,57,item:1014,item_proto,1014,光栅石
all_exact_formal_game_data,scc:0090,false,1,59,item:1015,item_proto,1015,刺笋结晶
all_exact_formal_game_data,scc:0091,false,1,61,item:1016,item_proto,1016,单极磁石
all_exact_formal_game_data,scc:0092,false,1,7,item:1030,item_proto,1030,木材
all_exact_formal_game_data,scc:0093,false,1,8,item:1031,item_proto,1031,植物燃料
all_exact_formal_game_data,scc:0094,false,1,9,item:1099,item_proto,1099,沙土
all_exact_formal_game_data,scc:0095,false,1,48,item:1101,item_proto,1101,铁块
all_exact_formal_game_data,scc:0096,false,1,50,item:1102,item_proto,1102,磁铁
all_exact_formal_game_data,scc:0097,false,1,98,item:1103,item_proto,1103,钢材
all_exact_formal_game_data,scc:0098,false,1,65,item:1104,item_proto,1104,铜块
all_exact_formal_game_data,scc:0099,false,1,185,item:1105,item_proto,1105,High-Purity Silicon
all_exact_formal_game_data,scc:0100,true,86,218,item:1106,item_proto,1106,Titanium Ingot
all_exact_formal_game_data,scc:0100,true,86,218,item:1109,item_proto,1109,高能石墨
all_exact_formal_game_data,scc:0100,true,86,218,item:1112,item_proto,1112,金刚石
all_exact_formal_game_data,scc:0100,true,86,218,item:1113,item_proto,1113,晶格硅
all_exact_formal_game_data,scc:0100,true,86,218,item:1114,item_proto,1114,精炼油
all_exact_formal_game_data,scc:0100,true,86,218,item:1115,item_proto,1115,塑料
all_exact_formal_game_data,scc:0100,true,86,218,item:1116,item_proto,1116,硫酸
all_exact_formal_game_data,scc:0100,true,86,218,item:1117,item_proto,1117,Organic Crystal
all_exact_formal_game_data,scc:0100,true,86,218,item:1118,item_proto,1118,Titanium Crystal
all_exact_formal_game_data,scc:0100,true,86,218,item:1119,item_proto,1119,钛化玻璃
all_exact_formal_game_data,scc:0100,true,86,218,item:1120,item_proto,1120,氢
all_exact_formal_game_data,scc:0100,true,86,218,item:1121,item_proto,1121,重氢
all_exact_formal_game_data,scc:0100,true,86,218,item:1123,item_proto,1123,石墨烯
all_exact_formal_game_data,scc:0100,true,86,218,item:1124,item_proto,1124,碳纳米管
all_exact_formal_game_data,scc:0100,true,86,218,item:1126,item_proto,1126,卡西米尔晶体
all_exact_formal_game_data,scc:0100,true,86,218,item:1127,item_proto,1127,奇异物质
all_exact_formal_game_data,scc:0100,true,86,218,item:1204,item_proto,1204,电磁涡轮
all_exact_formal_game_data,scc:0100,true,86,218,item:1206,item_proto,1206,粒子容器
all_exact_formal_game_data,scc:0100,true,86,218,item:1209,item_proto,1209,引力透镜
all_exact_formal_game_data,scc:0100,true,86,218,item:1304,item_proto,1304,位面过滤器
all_exact_formal_game_data,scc:0100,true,86,218,item:1305,item_proto,1305,量子芯片
all_exact_formal_game_data,scc:0100,true,86,218,item:1402,item_proto,1402,粒子宽带
all_exact_formal_game_data,scc:0100,true,86,218,item:6002,item_proto,6002,Energy Matrix
all_exact_formal_game_data,scc:0100,true,86,218,item:6003,item_proto,6003,Structure Matrix
all_exact_formal_game_data,scc:0100,true,86,218,item:6004,item_proto,6004,Information Matrix
all_exact_formal_game_data,scc:0100,true,86,218,item:6005,item_proto,6005,Gravity Matrix
all_exact_formal_game_data,scc:0100,true,86,218,recipe:100,recipe_proto,100,粒子容器（高效）
all_exact_formal_game_data,scc:0100,true,86,218,recipe:101,recipe_proto,101,引力透镜
all_exact_formal_game_data,scc:0100,true,86,218,recipe:102,recipe_proto,102,引力矩阵
all_exact_formal_game_data,scc:0100,true,86,218,recipe:104,recipe_proto,104,奇异物质
all_exact_formal_game_data,scc:0100,true,86,218,recipe:115,recipe_proto,115,重氢分馏
all_exact_formal_game_data,scc:0100,true,86,218,recipe:121,recipe_proto,121,重整精炼
all_exact_formal_game_data,scc:0100,true,86,218,recipe:18,recipe_proto,18,能量矩阵
all_exact_formal_game_data,scc:0100,true,86,218,recipe:23,recipe_proto,23,塑料
all_exact_formal_game_data,scc:0100,true,86,218,recipe:24,recipe_proto,24,硫酸
all_exact_formal_game_data,scc:0100,true,86,218,recipe:25,recipe_proto,25,有机晶体
all_exact_formal_game_data,scc:0100,true,86,218,recipe:26,recipe_proto,26,钛晶石
all_exact_formal_game_data,scc:0100,true,86,218,recipe:27,recipe_proto,27,结构矩阵
all_exact_formal_game_data,scc:0100,true,86,218,recipe:28,recipe_proto,28,卡西米尔晶体
all_exact_formal_game_data,scc:0100,true,86,218,recipe:29,recipe_proto,29,卡西米尔晶体（高效）
all_exact_formal_game_data,scc:0100,true,86,218,recipe:30,recipe_proto,30,钛化玻璃
all_exact_formal_game_data,scc:0100,true,86,218,recipe:31,recipe_proto,31,石墨烯
all_exact_formal_game_data,scc:0100,true,86,218,recipe:33,recipe_proto,33,碳纳米管
all_exact_formal_game_data,scc:0100,true,86,218,recipe:35,recipe_proto,35,碳纳米管（高效）
all_exact_formal_game_data,scc:0100,true,86,218,recipe:36,recipe_proto,36,粒子宽带
all_exact_formal_game_data,scc:0100,true,86,218,recipe:37,recipe_proto,37,晶格硅
all_exact_formal_game_data,scc:0100,true,86,218,recipe:38,recipe_proto,38,位面过滤器
all_exact_formal_game_data,scc:0100,true,86,218,recipe:40,recipe_proto,40,重氢
all_exact_formal_game_data,scc:0100,true,86,218,recipe:52,recipe_proto,52,量子芯片
all_exact_formal_game_data,scc:0100,true,86,218,recipe:54,recipe_proto,54,有机晶体（原始）
all_exact_formal_game_data,scc:0100,true,86,218,recipe:55,recipe_proto,55,信息矩阵
all_exact_formal_game_data,scc:0100,true,86,218,recipe:58,recipe_proto,58,X射线裂解
all_exact_formal_game_data,scc:0100,true,86,218,recipe:60,recipe_proto,60,金刚石
all_exact_formal_game_data,scc:0100,true,86,218,recipe:61,recipe_proto,61,金刚石（高效）
all_exact_formal_game_data,scc:0100,true,86,218,recipe:62,recipe_proto,62,晶格硅（高效）
all_exact_formal_game_data,scc:0100,true,86,218,recipe:65,recipe_proto,65,钛块
all_exact_formal_game_data,scc:0100,true,86,218,recipe:74,recipe_proto,74,光子物质化
all_exact_formal_game_data,scc:0100,true,86,218,recipe:98,recipe_proto,98,电磁涡轮
all_exact_formal_game_data,scc:0100,true,86,218,recipe:99,recipe_proto,99,粒子容器
all_exact_formal_game_data,scc:0100,true,86,218,tech:1103,tech_proto,1103,TX射线裂解
all_exact_formal_game_data,scc:0100,true,86,218,tech:1104,tech_proto,1104,T重整精炼
all_exact_formal_game_data,scc:0100,true,86,218,tech:1122,tech_proto,1122,T高分子化工
all_exact_formal_game_data,scc:0100,true,86,218,tech:1123,tech_proto,1123,High-Strength Crystal
all_exact_formal_game_data,scc:0100,true,86,218,tech:1124,tech_proto,1124,Structure Matrix
all_exact_formal_game_data,scc:0100,true,86,218,tech:1125,tech_proto,1125,T卡西米尔晶体
all_exact_formal_game_data,scc:0100,true,86,218,tech:1126,tech_proto,1126,T高强度玻璃
all_exact_formal_game_data,scc:0100,true,86,218,tech:1132,tech_proto,1132,T高强度材料
all_exact_formal_game_data,scc:0100,true,86,218,tech:1133,tech_proto,1133,T粒子可控技术
all_exact_formal_game_data,scc:0100,true,86,218,tech:1134,tech_proto,1134,T重氢分馏
all_exact_formal_game_data,scc:0100,true,86,218,tech:1141,tech_proto,1141,T波函数干扰
all_exact_formal_game_data,scc:0100,true,86,218,tech:1142,tech_proto,1142,T微型粒子对撞机
all_exact_formal_game_data,scc:0100,true,86,218,tech:1143,tech_proto,1143,T奇异物质
all_exact_formal_game_data,scc:0100,true,86,218,tech:1303,tech_proto,1303,Quantum Chip
all_exact_formal_game_data,scc:0100,true,86,218,tech:1312,tech_proto,1312,Information Matrix
all_exact_formal_game_data,scc:0100,true,86,218,tech:1403,tech_proto,1403,T晶体冶炼
all_exact_formal_game_data,scc:0100,true,86,218,tech:1413,tech_proto,1413,Titanium Smelting
all_exact_formal_game_data,scc:0100,true,86,218,tech:1502,tech_proto,1502,T光子变频
all_exact_formal_game_data,scc:0100,true,86,218,tech:1503,tech_proto,1503,T太阳帆轨道系统
all_exact_formal_game_data,scc:0100,true,86,218,tech:1504,tech_proto,1504,T射线接收站
all_exact_formal_game_data,scc:0100,true,86,218,tech:1505,tech_proto,1505,T行星电离层利用
all_exact_formal_game_data,scc:0100,true,86,218,tech:1506,tech_proto,1506,Dirac Inversion Mechanism
all_exact_formal_game_data,scc:0100,true,86,218,tech:1702,tech_proto,1702,T磁悬浮技术
all_exact_formal_game_data,scc:0100,true,86,218,tech:1703,tech_proto,1703,T粒子磁力阱
all_exact_formal_game_data,scc:0100,true,86,218,tech:1704,tech_proto,1704,Gravitational Wave Refraction
all_exact_formal_game_data,scc:0100,true,86,218,tech:1705,tech_proto,1705,Gravity Matrix
all_exact_formal_game_data,scc:0100,true,86,218,tech:1711,tech_proto,1711,Super Magnetic Field Generator
all_exact_formal_game_data,scc:0101,false,1,268,item:1107,item_proto,1107,钛合金
all_exact_formal_game_data,scc:0102,false,1,153,item:1108,item_proto,1108,石材
all_exact_formal_game_data,scc:0103,false,1,161,item:1110,item_proto,1110,玻璃
all_exact_formal_game_data,scc:0104,false,1,165,item:1111,item_proto,1111,棱镜
all_exact_formal_game_data,scc:0105,false,1,221,item:1122,item_proto,1122,反物质
all_exact_formal_game_data,scc:0106,false,1,295,item:1125,item_proto,1125,框架材料
all_exact_formal_game_data,scc:0107,false,1,205,item:1128,item_proto,1128,燃烧单元
all_exact_formal_game_data,scc:0108,false,1,335,item:1129,item_proto,1129,爆破单元
all_exact_formal_game_data,scc:0109,false,1,338,item:1130,item_proto,1130,晶石爆破单元
all_exact_formal_game_data,scc:0110,false,1,155,item:1131,item_proto,1131,地基
all_exact_formal_game_data,scc:0111,false,1,203,item:1141,item_proto,1141,增产剂 Mk.I
all_exact_formal_game_data,scc:0112,false,1,251,item:1142,item_proto,1142,增产剂 Mk.II
all_exact_formal_game_data,scc:0113,false,1,254,item:1143,item_proto,1143,增产剂 Mk.III
all_exact_formal_game_data,scc:0114,false,1,52,item:1201,item_proto,1201,齿轮
all_exact_formal_game_data,scc:0115,false,1,69,item:1202,item_proto,1202,磁线圈
all_exact_formal_game_data,scc:0116,false,1,112,item:1203,item_proto,1203,电动机
all_exact_formal_game_data,scc:0117,false,1,223,item:1205,item_proto,1205,超级磁场环
all_exact_formal_game_data,scc:0118,false,1,10,item:1208,item_proto,1208,临界光子
all_exact_formal_game_data,scc:0119,false,1,237,item:1210,item_proto,1210,空间翘曲器
all_exact_formal_game_data,scc:0120,false,1,67,item:1301,item_proto,1301,电路板
all_exact_formal_game_data,scc:0121,false,1,187,item:1302,item_proto,1302,微晶元件
all_exact_formal_game_data,scc:0122,false,1,193,item:1303,item_proto,1303,处理器
all_exact_formal_game_data,scc:0123,false,1,171,item:1401,item_proto,1401,电浆激发器
all_exact_formal_game_data,scc:0124,false,1,247,item:1403,item_proto,1403,湮灭约束球
all_exact_formal_game_data,scc:0125,false,1,228,item:1404,item_proto,1404,光子合并器
all_exact_formal_game_data,scc:0126,false,1,243,item:1405,item_proto,1405,推进器2
all_exact_formal_game_data,scc:0127,false,1,270,item:1406,item_proto,1406,加力推进器
all_exact_formal_game_data,scc:0128,false,1,123,item:1407,item_proto,1407,动力引擎
all_exact_formal_game_data,scc:0129,false,1,230,item:1501,item_proto,1501,太阳帆
all_exact_formal_game_data,scc:0130,false,1,305,item:1502,item_proto,1502,戴森球组件
all_exact_formal_game_data,scc:0131,false,1,310,item:1503,item_proto,1503,小型运载火箭
all_exact_formal_game_data,scc:0132,false,1,119,item:1601,item_proto,1601,机枪弹箱
all_exact_formal_game_data,scc:0133,false,1,366,item:1602,item_proto,1602,钛化弹箱
all_exact_formal_game_data,scc:0134,false,1,369,item:1603,item_proto,1603,超合金弹箱
all_exact_formal_game_data,scc:0135,false,1,343,item:1604,item_proto,1604,炮弹组
all_exact_formal_game_data,scc:0136,false,1,372,item:1605,item_proto,1605,高爆炮弹组
all_exact_formal_game_data,scc:0137,false,1,378,item:1606,item_proto,1606,晶石炮弹组
all_exact_formal_game_data,scc:0138,false,1,361,item:1607,item_proto,1607,等离子胶囊
all_exact_formal_game_data,scc:0139,false,1,384,item:1608,item_proto,1608,反物质胶囊
all_exact_formal_game_data,scc:0140,false,1,207,item:1609,item_proto,1609,导弹组
all_exact_formal_game_data,scc:0141,false,1,375,item:1610,item_proto,1610,超音速导弹组
all_exact_formal_game_data,scc:0142,false,1,381,item:1611,item_proto,1611,引力导弹组
all_exact_formal_game_data,scc:0143,false,1,356,item:1612,item_proto,1612,电磁干扰胶囊
all_exact_formal_game_data,scc:0144,false,1,399,item:1613,item_proto,1613,电磁压制胶囊
all_exact_formal_game_data,scc:0145,false,1,240,item:1801,item_proto,1801,氢燃料棒
all_exact_formal_game_data,scc:0146,false,1,277,item:1802,item_proto,1802,氘核燃料棒
all_exact_formal_game_data,scc:0147,false,1,272,item:1803,item_proto,1803,反物质燃料棒
all_exact_formal_game_data,scc:0148,false,1,411,item:1804,item_proto,1804,金色燃料棒
all_exact_formal_game_data,scc:0149,false,1,104,item:2001,item_proto,2001,低速传送带
all_exact_formal_game_data,scc:0150,false,1,315,item:2002,item_proto,2002,高速传送带
all_exact_formal_game_data,scc:0151,false,1,533,item:2003,item_proto,2003,极速传送带
all_exact_formal_game_data,scc:0152,false,1,106,item:2011,item_proto,2011,低速分拣器
all_exact_formal_game_data,scc:0153,false,1,114,item:2012,item_proto,2012,高速分拣器
all_exact_formal_game_data,scc:0154,false,1,317,item:2013,item_proto,2013,极速分拣器
all_exact_formal_game_data,scc:0155,false,1,324,item:2014,item_proto,2014,集装分拣器
all_exact_formal_game_data,scc:0156,false,1,109,item:2020,item_proto,2020,四向分流器
all_exact_formal_game_data,scc:0157,false,1,169,item:2030,item_proto,2030,流速器
all_exact_formal_game_data,scc:0158,false,1,322,item:2040,item_proto,2040,自动集装机
all_exact_formal_game_data,scc:0159,false,1,199,item:2101,item_proto,2101,小型储物仓
all_exact_formal_game_data,scc:0160,false,1,319,item:2102,item_proto,2102,大型储物仓
all_exact_formal_game_data,scc:0161,false,1,535,item:2103,item_proto,2103,物流运输站
all_exact_formal_game_data,scc:0162,false,1,540,item:2104,item_proto,2104,星际物流运输站
all_exact_formal_game_data,scc:0163,false,1,545,item:2105,item_proto,2105,轨道采集器
all_exact_formal_game_data,scc:0164,false,1,167,item:2106,item_proto,2106,储液罐
all_exact_formal_game_data,scc:0165,false,1,327,item:2107,item_proto,2107,物流配送器
all_exact_formal_game_data,scc:0166,false,1,76,item:2201,item_proto,2201,电力感应塔
all_exact_formal_game_data,scc:0167,false,1,173,item:2202,item_proto,2202,无线输电塔
all_exact_formal_game_data,scc:0168,false,1,74,item:2203,item_proto,2203,风力涡轮机
all_exact_formal_game_data,scc:0169,false,1,195,item:2204,item_proto,2204,火力发电厂
all_exact_formal_game_data,scc:0170,false,1,197,item:2205,item_proto,2205,太阳能板
all_exact_formal_game_data,scc:0171,false,1,286,item:2206,item_proto,2206,蓄电器
all_exact_formal_game_data,scc:0172,false,1,11,item:2207,item_proto,2207,蓄电器（满）
all_exact_formal_game_data,scc:0173,false,1,234,item:2208,item_proto,2208,射线接收站
all_exact_formal_game_data,scc:0174,false,1,289,item:2209,item_proto,2209,能量枢纽
all_exact_formal_game_data,scc:0175,false,1,303,item:2210,item_proto,2210,人造恒星
all_exact_formal_game_data,scc:0176,false,1,275,item:2211,item_proto,2211,微型聚变发电站
all_exact_formal_game_data,scc:0177,false,1,332,item:2212,item_proto,2212,卫星配电站
all_exact_formal_game_data,scc:0178,false,1,292,item:2213,item_proto,2213,地热发电站
all_exact_formal_game_data,scc:0179,false,1,72,item:2301,item_proto,2301,采矿机
all_exact_formal_game_data,scc:0180,false,1,159,item:2302,item_proto,2302,电弧熔炉
all_exact_formal_game_data,scc:0181,false,1,89,item:2303,item_proto,2303,制造台 Mk.I
all_exact_formal_game_data,scc:0182,false,1,257,item:2304,item_proto,2304,制造台 Mk.II
all_exact_formal_game_data,scc:0183,false,1,261,item:2305,item_proto,2305,制造台 Mk.III
all_exact_formal_game_data,scc:0184,false,1,157,item:2306,item_proto,2306,抽水站
all_exact_formal_game_data,scc:0185,false,1,175,item:2307,item_proto,2307,原油萃取站
all_exact_formal_game_data,scc:0186,false,1,179,item:2308,item_proto,2308,原油精炼厂
all_exact_formal_game_data,scc:0187,false,1,183,item:2309,item_proto,2309,化工厂
all_exact_formal_game_data,scc:0188,false,1,301,item:2310,item_proto,2310,微型粒子对撞机
all_exact_formal_game_data,scc:0189,false,1,232,item:2311,item_proto,2311,电磁轨道弹射器
all_exact_formal_game_data,scc:0190,false,1,308,item:2312,item_proto,2312,垂直发射井
all_exact_formal_game_data,scc:0191,false,1,189,item:2313,item_proto,2313,喷涂机
all_exact_formal_game_data,scc:0192,false,1,225,item:2314,item_proto,2314,分馏塔
all_exact_formal_game_data,scc:0193,false,1,297,item:2315,item_proto,2315,位面熔炉
all_exact_formal_game_data,scc:0194,false,1,299,item:2316,item_proto,2316,大型采矿机
all_exact_formal_game_data,scc:0195,false,1,265,item:2317,item_proto,2317,化工厂 Mk.II
all_exact_formal_game_data,scc:0196,false,1,405,item:2318,item_proto,2318,制造台 Mk.IV
all_exact_formal_game_data,scc:0197,false,1,408,item:2319,item_proto,2319,熔炉 Mk.III
all_exact_formal_game_data,scc:0198,false,1,181,item:2401,item_proto,2401,激光灯塔
all_exact_formal_game_data,scc:0199,false,1,163,item:2901,item_proto,2901,矩阵研究站
all_exact_formal_game_data,scc:0200,false,1,402,item:2902,item_proto,2902,矩阵研究站 Mk.II
all_exact_formal_game_data,scc:0201,false,1,117,item:3001,item_proto,3001,高斯机枪塔
all_exact_formal_game_data,scc:0202,false,1,349,item:3002,item_proto,3002,高频激光塔
all_exact_formal_game_data,scc:0203,false,1,341,item:3003,item_proto,3003,聚爆加农炮
all_exact_formal_game_data,scc:0204,false,1,359,item:3004,item_proto,3004,磁化电浆炮
all_exact_formal_game_data,scc:0205,false,1,126,item:3005,item_proto,3005,导弹防御塔
all_exact_formal_game_data,scc:0206,false,1,354,item:3006,item_proto,3006,干扰塔
all_exact_formal_game_data,scc:0207,false,1,346,item:3007,item_proto,3007,信标
all_exact_formal_game_data,scc:0208,false,1,351,item:3008,item_proto,3008,护盾发生器
all_exact_formal_game_data,scc:0209,false,1,191,item:3009,item_proto,3009,战场分析基站
all_exact_formal_game_data,scc:0210,false,1,363,item:3010,item_proto,3010,地面电浆炮
all_exact_formal_game_data,scc:0211,false,1,537,item:5001,item_proto,5001,物流运输机
all_exact_formal_game_data,scc:0212,false,1,542,item:5002,item_proto,5002,星际物流运输船
all_exact_formal_game_data,scc:0213,false,1,329,item:5003,item_proto,5003,配送运输机
all_exact_formal_game_data,scc:0214,false,1,177,item:5101,item_proto,5101,地面战斗机-E型
all_exact_formal_game_data,scc:0215,false,1,387,item:5102,item_proto,5102,地面战斗机-A型
all_exact_formal_game_data,scc:0216,false,1,390,item:5103,item_proto,5103,地面战斗机-F型
all_exact_formal_game_data,scc:0217,false,1,393,item:5111,item_proto,5111,太空战斗机-A型
all_exact_formal_game_data,scc:0218,false,1,396,item:5112,item_proto,5112,太空战斗机-F型
all_exact_formal_game_data,scc:0219,false,1,12,item:5201,item_proto,5201,存储单元
all_exact_formal_game_data,scc:0220,false,1,13,item:5202,item_proto,5202,硅基神经元
all_exact_formal_game_data,scc:0221,false,1,14,item:5203,item_proto,5203,物质重组器
all_exact_formal_game_data,scc:0222,false,1,15,item:5204,item_proto,5204,负熵奇点
all_exact_formal_game_data,scc:0223,false,1,16,item:5205,item_proto,5205,虚粒子
