node_id,node_type,game_id,display_name,name_en,name_raw,recipe_type,recipe_type_id,time_spend,item_type,item_type_id,stack_size,is_fluid,is_entity,can_build,hidden,obsolete,level,max_level
tech:1202,tech_proto,1202,T高速制造工艺,,T高速制造工艺,,,,,,,,,,false,false,0,0
tech:1203,tech_proto,1203,T量子打印技术,,T量子打印技术,,,,,,,,,,false,false,0,0
tech:1302,tech_proto,1302,Processor,Processor,T处理器,,,,,,,,,,false,false,0,0
tech:1303,tech_proto,1303,Quantum Chip,Quantum Chip,T量子芯片,,,,,,,,,,false,false,0,0
tech:1304,tech_proto,1304,T大型采矿机,,T大型采矿机,,,,,,,,,,false,false,0,0
tech:1305,tech_proto,1305,T高级化工,,T高级化工,,,,,,,,,,false,false,0,0
tech:1311,tech_proto,1311,T半导体材料,,T半导体材料,,,,,,,,,,false,false,0,0
tech:1312,tech_proto,1312,Information Matrix,Information Matrix,T信息矩阵,,,,,,,,,,false,false,0,0
tech:1401,tech_proto,1401,T自动化冶金,,T自动化冶金,,,,,,,,,,false,false,0,0
tech:1402,tech_proto,1402,Smelting Purification,Smelting Purification,T冶炼提纯,,,,,,,,,,false,false,0,0
tech:1403,tech_proto,1403,T晶体冶炼,,T晶体冶炼,,,,,,,,,,false,false,0,0
tech:1411,tech_proto,1411,T钢材冶炼,,T钢材冶炼,,,,,,,,,,false,false,0,0
tech:1412,tech_proto,1412,T火力发电,,T火力发电,,,,,,,,,,false,false,0,0
tech:1413,tech_proto,1413,Titanium Smelting,Titanium Smelting,T钛矿冶炼,,,,,,,,,,false,false,0,0
tech:1414,tech_proto,1414,High-Strength Titanium Alloy,High-Strength Titanium Alloy,T高强度钛合金,,,,,,,,,,false,false,0,0
tech:1415,tech_proto,1415,T移山填海工程,,T移山填海工程,,,,,,,,,,false,false,0,0
tech:1416,tech_proto,1416,T微型核聚变发电,,T微型核聚变发电,,,,,,,,,,false,false,0,0
tech:1417,tech_proto,1417,T位面冶金,,T位面冶金,,,,,,,,,,false,false,0,0
tech:1501,tech_proto,1501,T太阳能收集,,T太阳能收集,,,,,,,,,,false,false,0,0
tech:1502,tech_proto,1502,T光子变频,,T光子变频,,,,,,,,,,false,false,0,0
tech:1503,tech_proto,1503,T太阳帆轨道系统,,T太阳帆轨道系统,,,,,,,,,,false,false,0,0
tech:1504,tech_proto,1504,T射线接收站,,T射线接收站,,,,,,,,,,false,false,0,0
tech:1505,tech_proto,1505,T行星电离层利用,,T行星电离层利用,,,,,,,,,,false,false,0,0
tech:1506,tech_proto,1506,Dirac Inversion Mechanism,Dirac Inversion Mechanism,T狄拉克逆变机制,,,,,,,,,,false,false,0,0
tech:1507,tech_proto,1507,Universe Matrix,Universe Matrix,T宇宙矩阵,,,,,,,,,,false,false,0,0
tech:1508,tech_proto,1508,T任务完成,,T任务完成,,,,,,,,,,false,false,0,0
tech:1511,tech_proto,1511,T能量储存,,T能量储存,,,,,,,,,,false,false,0,0
tech:1512,tech_proto,1512,T星际电力运输,,T星际电力运输,,,,,,,,,,false,false,0,0
tech:1513,tech_proto,1513,T地热开采,,T地热开采,,,,,,,,,,false,false,0,0
tech:1521,tech_proto,1521,T高强度轻质结构,,T高强度轻质结构,,,,,,,,,,false,false,0,0
tech:1522,tech_proto,1522,T垂直发射井,,T垂直发射井,,,,,,,,,,false,false,0,0
tech:1523,tech_proto,1523,T戴森球应力系统,,T戴森球应力系统,,,,,,,,,,false,false,1,6
tech:1601,tech_proto,1601,T基础物流系统,,T基础物流系统,,,,,,,,,,false,false,0,0
tech:1602,tech_proto,1602,T改良物流系统,,T改良物流系统,,,,,,,,,,false,false,0,0
tech:1603,tech_proto,1603,High-Efficiency Logistics System,High-Efficiency Logistics System,T高效物流系统,,,,,,,,,,false,false,0,0
tech:1604,tech_proto,1604,Planetary Logistics System,Planetary Logistics System,T行星物流系统,,,,,,,,,,false,false,0,0
tech:1605,tech_proto,1605,Interstellar Logistics System,Interstellar Logistics System,T星际物流系统,,,,,,,,,,false,false,0,0
tech:1606,tech_proto,1606,T气态行星开采,,T气态行星开采,,,,,,,,,,false,false,0,0
tech:1607,tech_proto,1607,Integrated Logistics System,Integrated Logistics System,T集装物流系统,,,,,,,,,,false,false,0,0
tech:1608,tech_proto,1608,T配送物流系统,,T配送物流系统,,,,,,,,,,false,false,0,0
tech:1701,tech_proto,1701,T电磁驱动,,T电磁驱动,,,,,,,,,,false,false,0,0
tech:1702,tech_proto,1702,T磁悬浮技术,,T磁悬浮技术,,,,,,,,,,false,false,0,0
tech:1703,tech_proto,1703,T粒子磁力阱,,T粒子磁力阱,,,,,,,,,,false,false,0,0
tech:1704,tech_proto,1704,Gravitational Wave Refraction,Gravitational Wave Refraction,T引力波折射,,,,,,,,,,false,false,0,0
tech:1705,tech_proto,1705,Gravity Matrix,Gravity Matrix,T引力矩阵,,,,,,,,,,false,false,0,0
tech:1711,tech_proto,1711,Super Magnetic Field Generator,Super Magnetic Field Generator,T超级磁场发生器,,,,,,,,,,false,false,0,0
tech:1712,tech_proto,1712,T卫星配电系统,,T卫星配电系统,,,,,,,,,,false,false,0,0
tech:1801,tech_proto,1801,T武器系统,,T武器系统,,,,,,,,,,false,false,0,0
tech:1802,tech_proto,1802,T燃烧单元,,T燃烧单元,,,,,,,,,,false,false,0,0
tech:1803,tech_proto,1803,T爆破单元,,T爆破单元,,,,,,,,,,false,false,0,0
tech:1804,tech_proto,1804,T晶石爆破单元,,T晶石爆破单元,,,,,,,,,,false,false,0,0
tech:1805,tech_proto,1805,T动力引擎,,T动力引擎,,,,,,,,,,false,false,0,0
tech:1806,tech_proto,1806,T导弹防御塔,,T导弹防御塔,,,,,,,,,,false,false,0,0
tech:1807,tech_proto,1807,T聚爆加农炮,,T聚爆加农炮,,,,,,,,,,false,false,0,0
tech:1808,tech_proto,1808,T信号塔,,T信号塔,,,,,,,,,,false,false,0,0
tech:1809,tech_proto,1809,T行星防御系统,,T行星防御系统,,,,,,,,,,false,false,0,0
tech:1810,tech_proto,1810,T干扰塔,,T干扰塔,,,,,,,,,,false,false,0,0
tech:1811,tech_proto,1811,T磁化电浆炮,,T磁化电浆炮,,,,,,,,,,false,false,0,0
tech:1812,tech_proto,1812,T钛化弹箱,,T钛化弹箱,,,,,,,,,,false,false,0,0
tech:1813,tech_proto,1813,T超合金弹箱,,T超合金弹箱,,,,,,,,,,false,false,0,0
tech:1814,tech_proto,1814,T高爆炮弹组,,T高爆炮弹组,,,,,,,,,,false,false,0,0
tech:1815,tech_proto,1815,T超音速导弹组,,T超音速导弹组,,,,,,,,,,false,false,0,0
tech:1816,tech_proto,1816,T晶石炮弹组,,T晶石炮弹组,,,,,,,,,,false,false,0,0
tech:1817,tech_proto,1817,T引力导弹组,,T引力导弹组,,,,,,,,,,false,false,0,0
tech:1818,tech_proto,1818,T反物质胶囊,,T反物质胶囊,,,,,,,,,,false,false,0,0
tech:1819,tech_proto,1819,T地面战斗机-E型,,T地面战斗机-E型,,,,,,,,,,false,false,0,0
tech:1820,tech_proto,1820,T地面战斗机-A型,,T地面战斗机-A型,,,,,,,,,,false,false,0,0
tech:1821,tech_proto,1821,T地面战斗机-F型,,T地面战斗机-F型,,,,,,,,,,false,false,0,0
tech:1822,tech_proto,1822,T太空战斗机-A型,,T太空战斗机-A型,,,,,,,,,,false,false,0,0
tech:1823,tech_proto,1823,T太空战斗机-F型,,T太空战斗机-F型,,,,,,,,,,false,false,0,0
tech:1824,tech_proto,1824,T电磁胶囊II,,T电磁胶囊II,,,,,,,,,,false,false,0,0
tech:1826,tech_proto,1826,T战场分析基站,,T战场分析基站,,,,,,,,,,false,false,0,0
tech:1901,tech_proto,1901,T数字模拟计算,,T数字模拟计算,,,,,,,,,,true,false,0,0
tech:1902,tech_proto,1902,T物质重组技术,,T物质重组技术,,,,,,,,,,true,false,0,0
tech:1903,tech_proto,1903,T负熵递归,,T负熵递归,,,,,,,,,,true,false,0,0
tech:1904,tech_proto,1904,T金色燃料棒,,T金色燃料棒,,,,,,,,,,true,false,0,0
tech:2101,tech_proto,2101,Mecha Core Lv1,Mecha Core Lv1,T机甲核心,,,,,,,,,,false,false,1,1
tech:2102,tech_proto,2102,Mecha Core Lv2,Mecha Core Lv2,T机甲核心,,,,,,,,,,false,false,2,2
tech:2103,tech_proto,2103,Mecha Core Lv3,Mecha Core Lv3,T机甲核心,,,,,,,,,,false,false,3,3
tech:2104,tech_proto,2104,Mecha Core Lv4,Mecha Core Lv4,T机甲核心,,,,,,,,,,false,false,4,4
tech:2105,tech_proto,2105,T机甲核心,,T机甲核心,,,,,,,,,,false,false,5,5
tech:2106,tech_proto,2106,T机甲核心,,T机甲核心,,,,,,,,,,false,false,6,10000
tech:2201,tech_proto,2201,T机械骨骼,,T机械骨骼,,,,,,,,,,false,false,1,1
tech:2202,tech_proto,2202,T机械骨骼,,T机械骨骼,,,,,,,,,,false,false,2,2
tech:2203,tech_proto,2203,T机械骨骼,,T机械骨骼,,,,,,,,,,false,false,3,3
tech:2204,tech_proto,2204,T机械骨骼,,T机械骨骼,,,,,,,,,,false,false,4,4
tech:2205,tech_proto,2205,T机械骨骼,,T机械骨骼,,,,,,,,,,false,false,5,5
tech:2206,tech_proto,2206,T机械骨骼,,T机械骨骼,,,,,,,,,,false,false,6,6
tech:2207,tech_proto,2207,T机械骨骼,,T机械骨骼,,,,,,,,,,false,false,7,7
tech:2208,tech_proto,2208,T机械骨骼,,T机械骨骼,,,,,,,,,,false,false,8,8
tech:2301,tech_proto,2301,T机舱容量,,T机舱容量,,,,,,,,,,false,false,1,1
tech:2302,tech_proto,2302,T机舱容量,,T机舱容量,,,,,,,,,,false,false,2,2
tech:2303,tech_proto,2303,T机舱容量,,T机舱容量,,,,,,,,,,false,false,3,3
tech:2304,tech_proto,2304,T机舱容量,,T机舱容量,,,,,,,,,,false,false,4,4
tech:2305,tech_proto,2305,T机舱容量,,T机舱容量,,,,,,,,,,false,false,5,5
tech:2306,tech_proto,2306,T机舱容量,,T机舱容量,,,,,,,,,,false,false,6,6
tech:2307,tech_proto,2307,T机舱容量,,T机舱容量,,,,,,,,,,false,false,7,7
tech:2401,tech_proto,2401,T通讯控制,,T通讯控制,,,,,,,,,,false,false,1,1
tech:2402,tech_proto,2402,T通讯控制,,T通讯控制,,,,,,,,,,false,false,2,2
tech:2403,tech_proto,2403,T通讯控制,,T通讯控制,,,,,,,,,,false,false,3,3
tech:2404,tech_proto,2404,T通讯控制,,T通讯控制,,,,,,,,,,false,false,4,4
tech:2405,tech_proto,2405,T通讯控制,,T通讯控制,,,,,,,,,,false,false,5,5
tech:2406,tech_proto,2406,T通讯控制,,T通讯控制,,,,,,,,,,false,false,6,6
tech:2407,tech_proto,2407,T通讯控制,,T通讯控制,,,,,,,,,,false,false,7,88
tech:2501,tech_proto,2501,T能量回路,,T能量回路,,,,,,,,,,false,false,1,1
tech:2502,tech_proto,2502,T能量回路,,T能量回路,,,,,,,,,,false,false,2,2
tech:2503,tech_proto,2503,T能量回路,,T能量回路,,,,,,,,,,false,false,3,3
tech:2504,tech_proto,2504,T能量回路,,T能量回路,,,,,,,,,,false,false,4,4
tech:2505,tech_proto,2505,T能量回路,,T能量回路,,,,,,,,,,false,false,5,5
tech:2506,tech_proto,2506,T能量回路,,T能量回路,,,,,,,,,,false,false,6,10000
tech:2601,tech_proto,2601,T无人机引擎,,T无人机引擎,,,,,,,,,,false,false,1,1
tech:2602,tech_proto,2602,T无人机引擎,,T无人机引擎,,,,,,,,,,false,false,2,2
tech:2603,tech_proto,2603,T无人机引擎,,T无人机引擎,,,,,,,,,,false,false,3,3
tech:2604,tech_proto,2604,T无人机引擎,,T无人机引擎,,,,,,,,,,false,false,4,4
tech:2605,tech_proto,2605,T无人机引擎,,T无人机引擎,,,,,,,,,,false,false,5,5
tech:2606,tech_proto,2606,T无人机引擎,,T无人机引擎,,,,,,,,,,false,false,6,24
tech:2701,tech_proto,2701,T批量建造,,T批量建造,,,,,,,,,,false,false,1,1
tech:2702,tech_proto,2702,T批量建造,,T批量建造,,,,,,,,,,false,false,2,2
tech:2703,tech_proto,2703,T批量建造,,T批量建造,,,,,,,,,,false,false,3,3
tech:2704,tech_proto,2704,T批量建造,,T批量建造,,,,,,,,,,false,false,4,4
tech:2705,tech_proto,2705,T批量建造,,T批量建造,,,,,,,,,,false,false,5,5
tech:2706,tech_proto,2706,T批量建造,,T批量建造,,,,,,,,,,false,false,6,6
tech:2801,tech_proto,2801,T能量护盾,,T能量护盾,,,,,,,,,,false,false,1,1
tech:2802,tech_proto,2802,T能量护盾,,T能量护盾,,,,,,,,,,false,false,2,2
tech:2803,tech_proto,2803,T能量护盾,,T能量护盾,,,,,,,,,,false,false,3,3
tech:2804,tech_proto,2804,T能量护盾,,T能量护盾,,,,,,,,,,false,false,4,4
tech:2805,tech_proto,2805,T能量护盾,,T能量护盾,,,,,,,,,,false,false,5,5
tech:2806,tech_proto,2806,T能量护盾,,T能量护盾,,,,,,,,,,false,false,6,25
tech:2807,tech_proto,2807,T能量护盾,,T能量护盾,,,,,,,,,,false,false,26,10000
tech:2901,tech_proto,2901,Drive Engine Lv1,Drive Engine Lv1,T驱动引擎,,,,,,,,,,false,false,1,1
tech:2902,tech_proto,2902,Drive Engine Lv2,Drive Engine Lv2,T驱动引擎,,,,,,,,,,false,false,2,2
tech:2903,tech_proto,2903,Drive Engine Lv3,Drive Engine Lv3,T驱动引擎,,,,,,,,,,false,false,3,3
tech:2904,tech_proto,2904,Drive Engine Lv4,Drive Engine Lv4,T驱动引擎,,,,,,,,,,false,false,4,4
tech:2905,tech_proto,2905,T驱动引擎,,T驱动引擎,,,,,,,,,,false,false,5,5
tech:2906,tech_proto,2906,T驱动引擎,,T驱动引擎,,,,,,,,,,false,false,6,100
tech:2951,tech_proto,2951,T自动重建,,T自动重建,,,,,,,,,,false,false,1,1
tech:2952,tech_proto,2952,T自动重建,,T自动重建,,,,,,,,,,false,false,2,2
tech:2953,tech_proto,2953,T自动重建,,T自动重建,,,,,,,,,,false,false,3,3
tech:2954,tech_proto,2954,T自动重建,,T自动重建,,,,,,,,,,false,false,4,4
tech:2955,tech_proto,2955,T自动重建,,T自动重建,,,,,,,,,,false,false,5,5
tech:2956,tech_proto,2956,T自动重建,,T自动重建,,,,,,,,,,false,false,6,6
tech:3101,tech_proto,3101,T太阳帆寿命,,T太阳帆寿命,,,,,,,,,,false,false,1,1
tech:3102,tech_proto,3102,T太阳帆寿命,,T太阳帆寿命,,,,,,,,,,false,false,2,2
tech:3103,tech_proto,3103,T太阳帆寿命,,T太阳帆寿命,,,,,,,,,,false,false,3,3
tech:3104,tech_proto,3104,T太阳帆寿命,,T太阳帆寿命,,,,,,,,,,false,false,4,4
tech:3105,tech_proto,3105,T太阳帆寿命,,T太阳帆寿命,,,,,,,,,,false,false,5,5
tech:3106,tech_proto,3106,T太阳帆寿命,,T太阳帆寿命,,,,,,,,,,false,false,6,6
tech:4201,tech_proto,4201,T戴森球吸附速度,,T戴森球吸附速度,,,,,,,,,,false,false,1,1
tech:4202,tech_proto,4202,T戴森球吸附速度,,T戴森球吸附速度,,,,,,,,,,false,false,2,2
tech:4203,tech_proto,4203,T戴森球吸附速度,,T戴森球吸附速度,,,,,,,,,,false,false,3,3
tech:4204,tech_proto,4204,T戴森球吸附速度,,T戴森球吸附速度,,,,,,,,,,false,false,4,4
tech:4205,tech_proto,4205,T戴森球吸附速度,,T戴森球吸附速度,,,,,,,,,,false,false,5,5
tech:4206,tech_proto,4206,T戴森球吸附速度,,T戴森球吸附速度,,,,,,,,,,false,false,6,6
tech:3201,tech_proto,3201,T射线传输效率,,T射线传输效率,,,,,,,,,,false,false,1,1
tech:3202,tech_proto,3202,T射线传输效率,,T射线传输效率,,,,,,,,,,false,false,2,2
tech:3203,tech_proto,3203,T射线传输效率,,T射线传输效率,,,,,,,,,,false,false,3,3
tech:3204,tech_proto,3204,T射线传输效率,,T射线传输效率,,,,,,,,,,false,false,4,4
tech:3205,tech_proto,3205,T射线传输效率,,T射线传输效率,,,,,,,,,,false,false,5,5
tech:3206,tech_proto,3206,T射线传输效率,,T射线传输效率,,,,,,,,,,false,false,6,6
tech:3207,tech_proto,3207,T射线传输效率,,T射线传输效率,,,,,,,,,,false,false,7,7
tech:3208,tech_proto,3208,T射线传输效率,,T射线传输效率,,,,,,,,,,false,false,8,10000
tech:3301,tech_proto,3301,T分拣器货物叠加,,T分拣器货物叠加,,,,,,,,,,false,true,1,1
tech:3302,tech_proto,3302,T分拣器货物叠加,,T分拣器货物叠加,,,,,,,,,,false,true,2,2
tech:3303,tech_proto,3303,T分拣器货物叠加,,T分拣器货物叠加,,,,,,,,,,false,true,3,3
tech:3304,tech_proto,3304,T分拣器货物叠加,,T分拣器货物叠加,,,,,,,,,,false,true,4,4
tech:3305,tech_proto,3305,T分拣器货物叠加,,T分拣器货物叠加,,,,,,,,,,false,true,5,5
tech:3306,tech_proto,3306,T分拣器货物集装,,T分拣器货物集装,,,,,,,,,,false,true,1,1
tech:3311,tech_proto,3311,T集装分拣器叠加,,T集装分拣器叠加,,,,,,,,,,false,false,1,1
tech:3312,tech_proto,3312,T集装分拣器叠加,,T集装分拣器叠加,,,,,,,,,,false,false,2,2
tech:3313,tech_proto,3313,T集装分拣器叠加,,T集装分拣器叠加,,,,,,,,,,false,false,3,3
tech:3314,tech_proto,3314,T集装分拣器叠加,,T集装分拣器叠加,,,,,,,,,,false,false,4,4
tech:3315,tech_proto,3315,T集装分拣器叠加,,T集装分拣器叠加,,,,,,,,,,false,false,5,5
tech:3316,tech_proto,3316,T集装分拣器叠加,,T集装分拣器叠加,,,,,,,,,,false,false,6,6
tech:4001,tech_proto,4001,T配送范围,,T配送范围,,,,,,,,,,false,false,1,1
tech:4002,tech_proto,4002,T配送范围,,T配送范围,,,,,,,,,,false,false,2,2
tech:4003,tech_proto,4003,T配送范围,,T配送范围,,,,,,,,,,false,false,3,3
tech:4004,tech_proto,4004,T配送范围,,T配送范围,,,,,,,,,,false,false,4,4
tech:4005,tech_proto,4005,T配送范围,,T配送范围,,,,,,,,,,false,false,5,5
tech:3401,tech_proto,3401,T运输船引擎,,T运输船引擎,,,,,,,,,,false,false,1,1
tech:3402,tech_proto,3402,T运输船引擎,,T运输船引擎,,,,,,,,,,false,false,2,2
tech:3403,tech_proto,3403,T运输船引擎,,T运输船引擎,,,,,,,,,,false,false,3,3
tech:3404,tech_proto,3404,Logistics Carrier Engine Lv4,Logistics Carrier Engine Lv4,T运输船引擎,,,,,,,,,,false,false,4,4
tech:3405,tech_proto,3405,T运输船引擎,,T运输船引擎,,,,,,,,,,false,false,5,5
tech:3406,tech_proto,3406,T运输船引擎,,T运输船引擎,,,,,,,,,,false,false,6,6
tech:3407,tech_proto,3407,T运输船引擎,,T运输船引擎,,,,,,,,,,false,false,7,10000
tech:3501,tech_proto,3501,T运输机舱扩容,,T运输机舱扩容,,,,,,,,,,false,false,1,1
tech:3502,tech_proto,3502,T运输机舱扩容,,T运输机舱扩容,,,,,,,,,,false,false,2,2
tech:3503,tech_proto,3503,T运输机舱扩容,,T运输机舱扩容,,,,,,,,,,false,false,3,3
tech:3504,tech_proto,3504,T运输机舱扩容,,T运输机舱扩容,,,,,,,,,,false,false,4,4
tech:3505,tech_proto,3505,T运输机舱扩容,,T运输机舱扩容,,,,,,,,,,false,false,5,5
tech:3506,tech_proto,3506,T运输机舱扩容,,T运输机舱扩容,,,,,,,,,,false,false,6,6
tech:3507,tech_proto,3507,T运输机舱扩容,,T运输机舱扩容,,,,,,,,,,false,false,7,7
tech:3508,tech_proto,3508,T运输机舱扩容,,T运输机舱扩容,,,,,,,,,,false,false,8,8
tech:3509,tech_proto,3509,T运输机舱扩容,,T运输机舱扩容,,,,,,,,,,false,false,9,11
tech:3510,tech_proto,3510,T运输机舱扩容,,T运输机舱扩容,,,,,,,,,,false,false,12,13
tech:3801,tech_proto,3801,T运输站集装物流,,T运输站集装物流,,,,,,,,,,false,false,1,1
tech:3802,tech_proto,3802,T运输站集装物流,,T运输站集装物流,,,,,,,,,,false,false,2,2
tech:3803,tech_proto,3803,T运输站集装物流,,T运输站集装物流,,,,,,,,,,false,false,3,3
tech:3601,tech_proto,3601,T矿物利用,,T矿物利用,,,,,,,,,,false,false,1,1
tech:3602,tech_proto,3602,T矿物利用,,T矿物利用,,,,,,,,,,false,false,2,2
tech:3603,tech_proto,3603,T矿物利用,,T矿物利用,,,,,,,,,,false,false,3,3
tech:3604,tech_proto,3604,T矿物利用,,T矿物利用,,,,,,,,,,false,false,4,4
tech:3605,tech_proto,3605,T矿物利用,,T矿物利用,,,,,,,,,,false,false,5,5
tech:3606,tech_proto,3606,T矿物利用,,T矿物利用,,,,,,,,,,false,false,6,10000
tech:3701,tech_proto,3701,Vertical Construction Lv1,Vertical Construction Lv1,T垂直建造,,,,,,,,,,false,false,1,1
tech:3702,tech_proto,3702,T垂直建造,,T垂直建造,,,,,,,,,,false,false,2,2
tech:3703,tech_proto,3703,T垂直建造,,T垂直建造,,,,,,,,,,false,false,3,3
tech:3704,tech_proto,3704,T垂直建造,,T垂直建造,,,,,,,,,,false,false,4,4
tech:3705,tech_proto,3705,T垂直建造,,T垂直建造,,,,,,,,,,false,false,5,5
tech:3706,tech_proto,3706,T垂直建造,,T垂直建造,,,,,,,,,,false,false,6,6
tech:3901,tech_proto,3901,T研究速度,,T研究速度,,,,,,,,,,false,false,1,1
tech:3902,tech_proto,3902,T研究速度,,T研究速度,,,,,,,,,,false,false,2,2
tech:3903,tech_proto,3903,T研究速度,,T研究速度,,,,,,,,,,false,false,3,3
tech:3904,tech_proto,3904,T研究速度,,T研究速度,,,,,,,,,,false,false,4,10000
tech:4101,tech_proto,4101,T宇宙探索,,T宇宙探索,,,,,,,,,,false,false,1,1
tech:4102,tech_proto,4102,T宇宙探索,,T宇宙探索,,,,,,,,,,false,false,2,2
tech:4103,tech_proto,4103,Universe Exploration Lv3,Universe Exploration Lv3,T宇宙探索,,,,,,,,,,false,false,3,3
tech:4104,tech_proto,4104,T宇宙探索,,T宇宙探索,,,,,,,,,,false,false,4,4
tech:5001,tech_proto,5001,T动能武器伤害,,T动能武器伤害,,,,,,,,,,false,false,1,1
tech:5002,tech_proto,5002,T动能武器伤害,,T动能武器伤害,,,,,,,,,,false,false,2,2
tech:5003,tech_proto,5003,T动能武器伤害,,T动能武器伤害,,,,,,,,,,false,false,3,3
tech:5004,tech_proto,5004,T动能武器伤害,,T动能武器伤害,,,,,,,,,,false,false,4,4
tech:5005,tech_proto,5005,T动能武器伤害,,T动能武器伤害,,,,,,,,,,false,false,5,5
tech:5006,tech_proto,5006,T动能武器伤害,,T动能武器伤害,,,,,,,,,,false,false,6,10000
tech:5101,tech_proto,5101,T能量武器伤害,,T能量武器伤害,,,,,,,,,,false,false,1,1
tech:5102,tech_proto,5102,T能量武器伤害,,T能量武器伤害,,,,,,,,,,false,false,2,2
tech:5103,tech_proto,5103,T能量武器伤害,,T能量武器伤害,,,,,,,,,,false,false,3,3
tech:5104,tech_proto,5104,T能量武器伤害,,T能量武器伤害,,,,,,,,,,false,false,4,4
tech:5105,tech_proto,5105,T能量武器伤害,,T能量武器伤害,,,,,,,,,,false,false,5,5
tech:5106,tech_proto,5106,T能量武器伤害,,T能量武器伤害,,,,,,,,,,false,false,6,10000
tech:5201,tech_proto,5201,T爆炸武器伤害,,T爆炸武器伤害,,,,,,,,,,false,false,1,1
tech:5202,tech_proto,5202,T爆炸武器伤害,,T爆炸武器伤害,,,,,,,,,,false,false,2,2
tech:5203,tech_proto,5203,T爆炸武器伤害,,T爆炸武器伤害,,,,,,,,,,false,false,3,3
tech:5204,tech_proto,5204,T爆炸武器伤害,,T爆炸武器伤害,,,,,,,,,,false,false,4,4
tech:5205,tech_proto,5205,T爆炸武器伤害,,T爆炸武器伤害,,,,,,,,,,false,false,5,5
tech:5206,tech_proto,5206,T爆炸武器伤害,,T爆炸武器伤害,,,,,,,,,,false,false,6,10000
tech:5301,tech_proto,5301,T战斗无人机伤害,,T战斗无人机伤害,,,,,,,,,,false,false,1,1
tech:5302,tech_proto,5302,T战斗无人机伤害,,T战斗无人机伤害,,,,,,,,,,false,false,2,2
